Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
9681907,"George H.W. Bush","","","We can find meaning and reward by serving some higher purpose than ourselves, a shining purpose, the illumination of a thousand points of light.","a-thousand-points-of-light, volunteerism",3,508
9901462,"Arthur C Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","Anyone who can’t tell the difference between an ordinary Bernie Sanders supporter and a Stalinist revolutionary, or between Donald Trump’s average voter and a Nazi, is either willfully ignorant or needs to get out of the house more. Today, our public discourse is shockingly hyperbolic in ascribing historically murderous ideologies to the tens of millions of ordinary Americans with whom we strongly disagree. Just because you disagree with something doesn’t mean it’s hate speech or the person saying it is a deviant.","",17,509
9869068,"Arthur C Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","We don’t have an anger problem in American politics. We have a contempt problem. . . . If you listen to how people talk to each other in political life today, you notice it is with pure contempt. When somebody around you treats you with contempt, you never quite forget it. So if we want to solve the problem of polarization today, we have to solve the contempt problem.","",16,510
366141,"Arthur C. Brooks ","","","The more control you have over your life, the more responsible you feel for your own success - or failure.","",12,511
11185175,"General Eisenhower","","","The greatest leaders are the ones smart enough to have people smarter than them around them.","friends, leadership, smart",1,512
13915,"Ronald Reagan","","","Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same, or one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.","freedom, inspirational, personal-freedom",870,513
123481,"Ronald Reagan","","","The greatest leader is not necessarily the one who does the greatest things. He is the one that gets the people to do the greatest things.","leadership",836,514
29359,"Ronald Reagan","","","There is no limit to the amount of good you can do if you don't care who gets the credit.","accomplishment, achievement, inspirational, misattributed, modesty, recognition",552,515
112295,"Ronald Reagan","","","A nation that cannot control its borders is not a nation.","",273,516
14825,"Ronald Reagan","","","I know in my heart that man is good, that what is right will always eventually triumph, and there is purpose and worth to each and every life.","inspirational",259,517
14382,"Ronald Reagan","","","Democracy is worth dying for, because it's the most deeply honorable form of government ever devised by man.","democracy, government, political-philosophy",83,518
469138,"Ronald Reagan","","","We can't help everyone, but everyone can help someone.","",84,519
333268,"Ronald Reagan","","","If we lose freedom here, there is no place to escape to.  This is the last stand on earth.","",78,520
449866,"Ronald Reagan","","","Never let the things you can't do, stop you from doing what you can.","",56,521
93234,"Ronald Reagan","","","No people in all history paid a higher price for freedom. And no people have done so much to advance the dignity of man. We are called materialistic. May be so…but our materialism has made our children the biggest, tallest, most handsome, and intelligent generations of Americans yet. They will live longer with fewer illnesses, learn more, see more of the world, and have more success in realizing their personal dreams and ambitions than any other people in any other period of our history - because of our materialism…I think on our side of civilization and on the other side is the law of the jungle…We all have to recognize that this country has been handed the responsibility, greater than any nation, to preserve some 6000 years of civilization against the barbarians.","",46,522
8164604,"George E. Vaillant","Triumphs of Experience: The Men of the Harvard Grant Study","0674071808","There are two pillars of happiness revealed by the seventy-five-year-old Grant Study (and exemplified by Dr. Godfrey Minot Camille). One is love. The other is finding a way of coping with life that does not push love away. And that is why I offer Dr. Camille’s story as a sort of outline of the terrain we’ll be covering through the rest of this book.","",1,523
8164589,"George E. Vaillant","Triumphs of Experience: The Men of the Harvard Grant Study","0674071808","At the end of World War II, some of the Grant Study men were majors; others were still privates. What made the difference? It turned out that the men’s attained military rank at discharge bore no relation to their body build, their parents’ social class, their endurance on the treadmill, or even their intelligence. What did correlate significantly with attained military rank was a generally cohesive home atmosphere in childhood and warm relationships with mother and siblings. Twenty-four of the twenty-seven men with the warmest childhoods made at least first lieutenant, and four became majors. In contrast, of the thirty men with the worst childhoods, thirteen failed to make first lieutenant, and none became majors. We don’t breed good officers; we don’t even build them on the playing fields of Eton; we raise them in loving homes. This result would undoubtedly have astonished physical anthropologist Earnest Hooton (see Chapter 3), whom the Study asked to write its first book.4 I offer this story for its morals. One is that belief isn’t enough—however impassioned our convictions, they need to be tested. Another is that information does nothing for us if we don’t make use of it. My brief excursion here answered a question that the Study had been entertaining from its very beginnings; the data that finally answered it had been available for almost seventy years. And a third: that longitudinal studies protect us from exactly such pitfalls, and from our other shortcomings of foresight and method. They give us the flexibility to re-ask old questions in new contexts, and to ask new questions of old data. That is a very important point of this book, and one I’ll keep returning to.","",1,524
8164579,"George E. Vaillant","Triumphs of Experience: The Men of the Harvard Grant Study","0674071808","In short, it was the capacity for intimate relationships that predicted flourishing in all aspects of these men’s lives, as can be seen in Table 2.3.","",1,525
8164275,"George E. Vaillant","Triumphs of Experience: The Men of the Harvard Grant Study","0674071808","But one of the few thorough studies of nonagenarians has found that 80 percent of them ate red meat regularly all their lives, and only 50 percent ate fruit weekly.21 Perhaps fruit-eating vegetarians do not survive to ninety. Or perhaps, I, like the diet advocates, am merely revealing my own personal prejudices. Either way, survival is not as simple as the wellness gurus would have us believe. The","",1,526
12282000,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Attention is your most precious asset, and deciding how to invest it is one of the most important decisions you can make. The good news is you can make that decision now, in this moment, and in each moment of your life.","",9,527
11563597,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","As an old saying goes, We are always comparing our insides to other people’s outsides.","",6,528
11554119,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","For eighty-four years (and counting), the Harvard Study has tracked the same individuals, asking thousands of questions and taking hundreds of measurements to find out what really keeps people healthy and happy. Through all the years of studying these lives, one crucial factor stands out for the consistency and power of its ties to physical health, mental health, and longevity. Contrary to what many people might think, it’s not career achievement, or exercise, or a healthy diet. Don’t get us wrong; these things matter (a lot). But one thing continuously demonstrates its broad and enduring importance: Good relationships. In fact, good relationships are significant enough that if we had to take all eighty-four years of the Harvard Study and boil it down to a single principle for living, one life investment that is supported by similar findings across a wide variety of other studies, it would be this: Good relationships keep us healthier and happier. Period.","",5,529
11508069,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Scientific studies have told us again and again: human beings need nutrition, we need exercise, we need purpose, and we need each other.","",5,530
11519835,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Achievement is most meaningful when it is relational. When what we do matters to other people, it matters more to us. We might do something as a team that gives us a sense of belonging, like Loren and Javier, or we might do something that directly benefits others; both are a kind of social benefit.","",3,531
11521612,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","There are these two young fish swimming along, and they happen to meet an older fish swimming the other way, who nods at them and says, “Morning, boys. How’s the water?” And the two young fish swim on for a bit, and then eventually one of them looks over at the other and goes, “What the hell is water?” Every culture—from the broad culture of a nation down to the culture inside a family—is at least partially invisible to its participants. There are important assumptions, value judgments, and practices that create the water we swim in without our noticing or agreeing to them. We simply find ourselves in this world, and we move forward. These features of culture affect just about everything in our lives, often in positive ways, connecting us to each other and creating identities and meaning. But there is a flip side. Sometimes cultural messages and practices point us in directions away from well-being and happiness.","",3,532
11565706,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","A FINAL DECISION How do you move further along on your own path toward a good life? First, by recognizing that the good life is not a destination. It is the path itself, and the people who are walking it with you. As you walk, second by second you can decide to whom and to what you give your attention. Week by week you can prioritize your relationships and choose to be with the people who matter. Year by year you can find purpose and meaning through the lives that you enrich and the relationships that you cultivate. By developing your curiosity and reaching out to others—family, loved ones, coworkers, friends, acquaintances, even strangers—with one thoughtful question at a time, one moment of devoted, authentic attention at a time, you strengthen the foundation of a good life.","",3,533
11849641,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","There are two pillars of happiness revealed by the [Harvard Study].… One is love. The other is finding a way of coping with life that does not push love away.","",3,534
11562829,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Recent findings in neuroscience have shown that our conscious minds cannot do more than one thing at a time. It may feel like you are able to multitask and think about two (or more) things at once, but really your mind is switching between them. This is a costly process neurologically speaking. Switching from one task to another takes energy and a measurable amount of time. Then, when we switch back, it takes another period of time to really wrap our minds around the original object of attention. And it’s not only about the time cost; it’s about the quality of our attention. If we are always switching from one thing to another, then we are never able to truly focus and experience the pleasure and effectiveness of a focused mind. Instead we live in a state of constant recalibration, or what the writer Linda Stone perceptively calls “continuous partial attention.","",2,535
11648277,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Around the middle of our lives, it’s common to ask questions like: Am I doing well compared to others? Am I in a rut? Am I a good partner and parent? Do I have good relationships with my children? How many years do I have left? Does the life I’m leading have meaning beyond myself? What people and purposes do I really care about (and how can I invest in them)? What else do I want to do?","",1,536
13089233,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The people who were the most satisfied in their relationships at age 50 were the healthiest (mentally and physically) at age 80.","",1,537
11519791,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","This is what we call the “You Always / You Never” trap. Our experience with our family members starts so early in life that our expectations about relationships become deeply imprinted, and anything that happens, no matter how subtle, often gets pressed into that old imprint. We have to remember that as we grow and change throughout our lives, so do our family members; by not giving them the benefit of the doubt, we may not see how they have changed.","",1,538
11565701,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The primary challenge of happiness research comes in the application of insight to actual lives, each of which is highly individual and does not fit neatly into any group template. The findings and ideas we’ve presented in this book are based on research, but science can’t know the turmoil or contradictions you feel in your heart. It can’t quantify the stir that you experience when a certain friend calls. It can’t know what keeps you up at night, or what you regret, or how you express your love. Science can’t say whether you’re calling your kids too much or too little, or whether you should reconnect with a particular family member. It can’t say if it would be better for you to have a heart-to-heart over a cup of coffee or play a game of basketball or go for a walk with a friend. Those answers can only come through reflection, and figuring out what works for you. For anything in this book to be useful, you will need to tune in to your unique life experience and make its lessons your own. But here’s what science can tell you: Good relationships keep us happier, healthier, and help us live longer. This is true across the lifespan, and across cultures and contexts, which means it is almost certainly true for you, and for nearly every human being who has ever lived.","",1,539
14245254,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Hold but don’t baby; admire but don’t embarrass; guide but don’t control; release but don’t abandon.","",1,540
11563602,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The good life is joyful… and challenging. Full of love, but also pain. And it never strictly happens; instead, the good life unfolds, through time. It is a process. It includes turmoil, calm, lightness, burdens, struggles, achievements, setbacks, leaps forward, and terrible falls. And of course, the good life always ends in death.","",1,541
11659980,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The more ready we are to be surprised by people, the more likely we are to notice when they do something that doesn’t match our expectation. This kind of noticing is especially important within our families.","",1,542
13089218,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Your childhood is not your fate.","",1,543
13089213,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","About one in four Americans report feeling lonely—more than sixty million people.","",1,544
13089221,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","In fact, we know that high-conflict marriages with little affection can be worse for health than getting divorced.","",1,545
13089226,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Instead, it is the quality of your relationships that matters. Simply put, living in the midst of warm relationships is protective of both mind and body. This is an important concept, the concept of protection. Life is hard, and sometimes it comes at you in full attack mode. Warm, connected relationships protect against the slings and arrows of life and of getting old.","",1,546
11526129,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Courses in social and emotional learning (SEL) focus on helping students learn self-awareness, identify and manage emotions, and hone their relationship skills. These programs are being tested in schools all over the world.","",1,547
11505594,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Some psychologists object to the word “happiness” because it can mean anything from a temporary pleasure to an almost mythical sense of eudaimonic purpose that few in reality manage to reach. So in lieu of happiness, more nuanced terms like “well-being,” “wellness,” “thriving,” and “flourishing” have become common in the popular psychological literature.","",1,548
11518587,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","It’s true that childhood matters, and parenting matters, but no single element of a person’s life fully shapes their future. Parents can neither take as much credit nor as much blame as they think they should for the way their children turn out. Nature and nurture, heredity and environment, parenting and peers are all tightly woven together, and all have served to mold each of us into the adults we are today.","",2,549
11731298,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","There isn’t time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that. Mark Twain","",1,550
11523793,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The same is true for social fitness. It’s not easy to take care of our relationships today, and in fact, we tend to think that once we establish friendships and intimate relationships, they will take care of themselves. But like muscles, neglected relationships atrophy. Our social life is a living system. And it needs exercise.","",1,551
11640184,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","When we fill in the blanks, we sometimes make mountains out of molehills. It often happens that we snag on negative aspects of a stressor and turn something small and manageable into something enormous and overwhelming.","",1,552
11598032,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","The fewer moments we have to look forward to in life, the more valuable they become. Past grievances and preoccupations often dissipate, and what’s left is what we have before us.","",1,553
11658744,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","A crucial point here is that our ability to process emotions is malleable. In fact, managing emotions is one of the things we actually get better at as we grow old. And there is strong evidence that we don’t have to wait until late in our lives for this to happen. With the right guidance and some practice, we can learn to be better at managing our feelings at any age.","",1,554
11502475,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Among the many predictors of health and happiness, from good diet to exercise to level of income, a life of good relationships stands out for its power and consistency.","",1,555
11977176,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","Life, in a way, is a long opportunity for corrective experiences.","",1,556
11900959,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","To put it simply, understanding another person is great, but just trying to understand goes a long way in building connection.","",1,557
14046800,"Robert Waldinger","The Good Life: Lessons from the World's Longest Scientific Study of Happiness","","More money does not necessarily buy more happiness, but less money is associated with emotional pain.","",1,558
10390570,"Viktor E. Frankl","Yes to Life: In Spite of Everything","0807005568","I slept and dreamt that life was joy. I awoke and saw that life was duty. I worked—and behold, duty was joy.","",8,559
11089259,"Viktor E. Frankl","Yes to Life: In Spite of Everything","080700555X","It is the nature of love that makes us see our loved one in their uniqueness and individuality.","individuality, love",4,560
11058404,"Viktor E. Frankl","Yes to Life: In Spite of Everything","0807005568","If I am not for myself, who will be for me? If I am not for others, what am I? And if not now, when?","",4,561
9548184,"James Clear","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","","You should be far more concerned with your current trajectory than with your current results.","",459,562
133227,"Dwight D. Eisenhower","","","May we never confuse honest dissent with disloyal subversion. ","",71,563
242251,"Dwight D. Eisenhower","","","An intellectual is a man who takes more words than necessary to tell more than he knows.","",37,564
333110,"Dwight D. Eisenhower","","","The world could be fixed of its problems if every child understood the necessity of their existence.","",30,565
258781,"Dwight D. Eisenhower","","","When I was a small boy in Kansas, a friend of mine and I went fishing. I told him I wanted to be a real Major League baseball player, a genuine professional like Honus Wagner. My friend said that he'd like to be President of the United States. Neither of us got our wish.","",27,566
10739201,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","Most of us have no idea what kind of partner will fulfill us long term.","",8,567
11034156,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","In comparison, those with the work-it-out mindset believe that relationships take effort, that love is an action you take, not something that happens to you. People with the work-it-out mindset tend to fare better in relationships because when they stumble, they put in the work needed to get the relationship back on track, rather than giving up. If","",7,568
11531289,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","tendency to believe someone’s actions reflect who they are rather than the circumstances. When someone makes a mistake, we interpret the misstep as revealing something essential, and essentially bad, about that person’s character. We don’t look for external reasons to explain the behavior.","",5,569
11932173,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","I call this error in judgment the Monet Effect. When we have only a rough perception of someone, our brain, hoping for a great outcome, fills in all the gaps optimistically. People seem way more desirable than they actually are. It’s only later, when they transform into real people standing in front of us, that we see the flaws.","",5,570
11932196,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","The best way to spark conversation is to be specific","",4,571
11604411,"Logan Ury","How to Not Die Alone: The Surprising Science That Will Help You Find Love","1982120622","The best way to spark conversation is to be specific. Include quirky things that make you stand out. If you say, “I like music,” that doesn’t really tell me anything about you. Cool, who doesn’t? Same with writing that you like travel, food, and laughter. That’s like saying you like Tom Hanks. Yeah, dude, he’s an American hero. Don’t tell me you like to cook; describe to me your signature dish and what makes your Vietnamese soup pho-nomenal. The more specific you are, the more opportunities you give potential matches to connect by commenting on that quirk.","",3,572
11604407,"Logan Ury","How to Not Die Alone: The Surprising Science That Will Help You Find Love","1982120622","Decades of relationship science have revealed what matters for long-term relationship success: things like if the person is emotionally stable, kind, and loyal, and how that person makes us feel. Yet current dating apps don’t let you search any of those qualities.","",4,573
11932149,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","Look for someone who’s there for you whether you’ve won an industry award or are stuck in the cancer ward.","",6,574
11933210,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","Do not judge others the way you would not want to be judged.","",2,575
11604422,"Logan Ury","How to Not Die Alone: The Surprising Science That Will Help You Find Love","1982120622","If your date says, “I’m going to Lake Michigan with my family in a few weeks,” a shift response would be: “Oh, I went there a few summers ago.” Even though, on the surface, you’re engaging with what your date has said, you’ve drawn the attention back to yourself. A support response might sound like “Have you been there before?” or “How did your family choose that location?” Support responses indicate that you’re invested in their story and want to hear more. They make your date feel appreciated and amplify the connection between the two of you.","",3,576
11320761,"Logan Ury","How to Not Die Alone: The Surprising Science of Finding Love","1982120649","Satisficers report feeling happier with their choices, even when they select an objectively worse option. (I mean, come on. Your friend’s Nespresso machine didn’t even make Wirecutter’s top picks!) That’s because Maximizers constantly second-guess themselves. They suffer doubly: first in the agony leading up to the decision, and again every time they worry they’ve made the wrong one.","",2,577
11304596,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Your satisfaction is what you have, divided by what you want.","",12,578
11364939,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","To see weakness as purely negative is a mistake. Weakness befalls us all, and in many ways. It has its discomforts to be sure and entails loss. But it is also an opportunity—to connect more deeply with others; to see the sacredness in suffering; even to find new areas of growth and success. Stop hiding it, and don’t resist it. Doing so has another benefit for strivers—maybe the most important one of all: you can finally relax a little. When you are honest and humble about your weaknesses, you will be more comfortable in your own skin. When you use your weaknesses to connect with others, love in your life will grow. And finally—finally—you will be able to relax without worrying about being exposed as less than people think you are.","",9,579
7188545,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","No one sighs regretfully on his deathbed and says, “I can’t believe I wasted all that time with my wife and kids,” “volunteering at the soup kitchen,” or “growing in my spirituality.” No one ever says, “I should have spent more time watching TV and playing Angry Birds on my phone.” In my own life, nothing has given my life more meaning and satisfaction than my Catholic faith and the love of my","",10,580
7212318,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","Conservatives have the most effective solutions for human flourishing in our intellectual DNA. Our ideas have lifted up people all over the world. But the American people do not trust us to put those principles into practice to help those who need help right here.","",7,581
11837522,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","here are the main lessons to make each challenge into a source of growth. 1. Don’t avoid conflict, which is your family’s opportunity to learn and grow if you understand where it originates and manage it appropriately. 2. You naturally think compatibility is key to relationship success, and difference brings conflict. In truth, you need enough compatibility to function, but not all that much. What you really need is complementarity to complete you as a person. 3. The culture of a family can get sick from the virus of negativity. This is a basic emotional-management issue, but applied to a group instead of to you as an individual. 4. The secret weapon in all families is forgiveness. Almost all unresolved conflict comes down to unresolved resentment, so a practice of forgiving each other explicitly and implicitly is extremely important. 5. Explicit forgiveness and almost all difficult communication require a policy of honesty. When families withhold the truth, they cannot be close.","",6,582
11837526,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","One last point: If your relationship with your family is especially difficult, working to improve it might sometimes feel like a lost cause. It’s easy to throw up your hands. Almost every day, we hear from people all over the world who feel stuck in family problems that seem like they have no solution. Maybe you have said, “I just want to turn my back on those people and get on with my life.” Giving up is almost always a mistake, because “those people” are, in a mystical way, you. Your spouse is a completion of you as a person. Your kids provide a rare glimpse into your own past. Your parents are a vision of your future. Your siblings are a representation of how others see you. Giving that up means losing insight into yourself, which is a lost opportunity to gain self-knowledge and make progress as a person. Never give up on the relationships that you did not choose, if at all possible. But what about the relationships that you have chosen? These are your friendships, and that’s the next part of our lives to build.","",6,583
11174679,"Arthur C. Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","There is evidence that as we become less exposed to opposing viewpoints, we become less logically competent as people.","",5,584
11159261,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Get old sharing the things you believe are most important. Excellence is always its own reward, and this is how you can be most excellent as you age.","",5,585
8661296,"Arthur C. Brooks","","","Liberals are more likely to see people as victims of circumstance and oppression, and doubt whether individuals can climb without governmental help. My own analysis using 2005 survey data from Syracuse University shows that about 90 percent of conservatives agree that “While people may begin with different opportunities, hard work and perseverance can usually overcome those disadvantages.” Liberals — even upper-income liberals — are a third less likely to say this.","conservatism, conservatives, ethics, happiness, hardwork, liberalism, liberals, motivation, politics, values, victimcomplex, victimculture, victimhood, victimmentality",4,586
11175096,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","This is just an example of the age-old debate over two kinds of happiness that scholars refer to as hedonia and eudaimonia. Hedonia is about feeling good; eudaimonia is about living a purpose-filled life. In truth, we need both. Hedonia without eudaimonia devolves into empty pleasure; eudaimonia without hedonia can become dry.","",5,587
11677725,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","From my drive to be superior to others, deliver me. From the allure of the world’s empty promises, deliver me. From my feelings of professional superiority, deliver me. From allowing my pride to supplant my love, deliver me. From the pains of withdrawing from my addiction, deliver me.","",4,588
11254307,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","There are two pillars of happiness. . . . One is love. The other is finding a way of coping with life that does not push love away.”[8] And","",3,589
11918193,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","She switched from wishing others were different to working on the one person she could control: herself. She felt negative emotions just like anyone else, but she set about making more conscious choices about how to react to them. The decisions she made—not her primal feelings—led her to try to transform less productive emotions into positive ones such as gratitude, hope, compassion, and humor.","",3,590
11530777,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Cattell himself described the two intelligences in this way: “[Fluid intelligence] is conceptualized as the decontextualized ability to solve abstract problems, while crystallized intelligence represents a person’s knowledge gained during life by acculturation and learning.”[6] Translation: When you are young, you have raw smarts; when you are old, you have wisdom. When you are young, you can generate lots of facts; when you are old, you know what they mean and how to use them.","",3,591
11949442,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","This means being good to others as selflessly as possible—as the preceding experiment suggests, of course—but more subtly, it means deflecting your own constant attention from yourself and your desires—by looking in the mirror less, disregarding your reflection on social media, paying less attention to what others think about you, and fighting your tendency to envy people for what they have but you don’t.","",3,592
11878520,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","The way in which a man accepts his fate and all the suffering it entails, the way in which he takes up his cross, gives him ample opportunity—even under the most difficult circumstances—to add a deeper meaning to his life.","",3,593
7190708,"Arthur C. Brooks","","","pessimists see people as liabilities to manage, as burdens or threats that we must minimize.","bureaucracy, discipleship, elitism",2,594
11719824,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Another way to understand Brown’s point is that, as we all know, defensiveness is a terrible quality and never helps us. The right goal is defenselessness.","",2,595
11668943,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Further, my connection to others makes my jump to the second curve all the more natural and normal. Indeed, the crystallized intelligence curve is predicated on interconnectedness. Without it, my wisdom has no outlet.","",2,596
11179833,"Arthur C. Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","If we want more unity and less contempt, however, we need to get out of our comfort zones, go where we are not welcome, and spend time talking and interacting with people with whom we disagree—not on lightweight stuff like sports and food, but on hard moral things.","",2,597
7190702,"Arthur C. Brooks","","","He possessed an unflinching belief that all people — the poor, children, the elderly — were human assets, waiting to be developed so they could earn their success.","inspiration, leadership",2,598
11996589,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","There is one way to leave a legacy that will help you live better right now. In his book The Road to Character, the writer David Brooks (a friend, but no relation) distinguishes between “résumé virtues” and “eulogy virtues.”[10] Résumé virtues are professional and oriented toward earthly success. They require comparison with others. Eulogy virtues are ethical and spiritual and require no comparison. Your eulogy virtues are what you really would want people to talk about at your funeral. As in, “He was kind and deeply spiritual,” and not, “He had a lot of frequent flier miles.","",2,599
12362985,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","Once, my wife and I were at the home of close friends, eating and drinking out in their garden. It was dusk, and they asked us to gather around a plant with small, closed flowers. “Watch a flower,” one of them instructed. We did so, for about ten minutes, in complete silence. All at once, the flowers popped open, which we learned that they did every evening. We gasped in amazement and joy. It was a moment of intense satisfaction. But here’s the interesting thing: Unlike most of the junk on my old bucket list, that satisfaction endured. That memory still brings me joy—more so than many of my life’s earthly “accomplishments”—not because it was the culmination of a large goal, but because it was a small and serendipitous thrill. It was a tiny miracle that felt like a free gift, freely given.","",2,600
11502839,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","To adopt parts of life that will make you happy, even if they don’t make you special.","",2,601
7205706,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","The ideals of free enterprise and global leadership, central to American conservatism, are responsible for the greatest reduction in human misery since mankind began its long climb from the swamp to the stars.","",2,602
12278515,"Arthur C. Brooks","Build the Life You Want: The Art and Science of Getting Happier","0593545419","The lemonade-making, silver-linings-finding, bright-side-looking glass-half-fullers.","",2,603
11184036,"Arthur C. Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","Rule 3. Say no to contempt. Treat others with love and respect, even when it’s difficult.","",1,604
7451755,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","When Ronald Reagan made his case to the American people, he didn’t spend a lot of time talking about what he was fighting against. He spent most of his speech talking about who he was fighting for. This is what conservatives too often forget.","",1,605
11183867,"Arthur C. Brooks","Love Your Enemies: How Decent People Can Save America from the Culture of Contempt","","This is a classic weaponization of values. It’s not something that good or moral leaders should ever do.","",1,606
12214539,"Arthur C. Brooks","From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","0593191498","We have what Kahneman and Tversky call “loss aversion,” which is why the news media freaks out when the stock market loses 10 percent, compared with when it rises by 10 percent. It’s also why we hate disappointment so much and, as research shows, are willing to go to great lengths to avoid being disappointed.","",1,607
